Date,Asset,Asset Price,Benchmark,Benchmark Price,Asset Return,Benchmark Return
2024-11-11,FinSight Demo Asset,124.03,Global Benchmark Proxy,110.9,-0.0034549252771974848,-0.00144066270484422
2024-11-12,FinSight Demo Asset,122.5,Global Benchmark Proxy,110.03,-0.012335725227767491,-0.007844905320108286
2024-11-13,FinSight Demo Asset,122.89,Global Benchmark Proxy,110.56,0.003183673469387749,0.004816868126874541
2024-11-14,FinSight Demo Asset,122.19,Global Benchmark Proxy,109.6,-0.005696151029375929,-0.00868306801736618
2024-11-15,FinSight Demo Asset,123.09,Global Benchmark Proxy,110.41,0.007365578197888523,0.0073905109489051934
2024-11-18,FinSight Demo Asset,124.34,Global Benchmark Proxy,111.7,0.010155171013079833,0.011683724300335152
2024-11-19,FinSight Demo Asset,126.16,Global Benchmark Proxy,112.16,0.014637284864082334,0.004118173679498627
2024-11-20,FinSight Demo Asset,125.72,Global Benchmark Proxy,111.86,-0.0034876347495244042,-0.0026747503566333375
2024-11-21,FinSight Demo Asset,128.4,Global Benchmark Proxy,112.43,0.021317212853961154,0.005095655283390066
2024-11-22,FinSight Demo Asset,128.1,Global Benchmark Proxy,112.1,-0.00233644859813098,-0.0029351596548965464
2024-11-25,FinSight Demo Asset,131.08,Global Benchmark Proxy,113.24,0.023263075722092186,0.01016949152542379
2024-11-26,FinSight Demo Asset,128.74,Global Benchmark Proxy,111.1,-0.017851693622215503,-0.018897915930766507
2024-11-27,FinSight Demo Asset,129.17,Global Benchmark Proxy,110.74,0.0033400652477859616,-0.0032403240324032634
2024-11-28,FinSight Demo Asset,125.68,Global Benchmark Proxy,108.46,-0.027018657583030015,-0.020588766480043375
2024-11-29,FinSight Demo Asset,122.89,Global Benchmark Proxy,106.8,-0.02219923615531516,-0.015305181633782028
2024-12-02,FinSight Demo Asset,125.24,Global Benchmark Proxy,108.36,0.019122792741476102,0.014606741573033766
2024-12-03,FinSight Demo Asset,127.41,Global Benchmark Proxy,109.41,0.017326732673267342,0.009689922480620172
2024-12-04,FinSight Demo Asset,126.48,Global Benchmark Proxy,108.62,-0.007299270072992692,-0.007220546567955344
2024-12-05,FinSight Demo Asset,123.28,Global Benchmark Proxy,106.94,-0.02530044275774823,-0.015466764868348415
2024-12-06,FinSight Demo Asset,118.06,Global Benchmark Proxy,103.65,-0.04234263465282284,-0.03076491490555444
2024-12-09,FinSight Demo Asset,116.25,Global Benchmark Proxy,103.09,-0.015331187531763546,-0.005402797877472332
2024-12-10,FinSight Demo Asset,118.11,Global Benchmark Proxy,105.74,0.016000000000000014,0.02570569405373946
2024-12-11,FinSight Demo Asset,118.84,Global Benchmark Proxy,106.26,0.006180679028024771,0.00491772271609614
2024-12-12,FinSight Demo Asset,119.06,Global Benchmark Proxy,105.67,0.0018512285425782427,-0.005552418595896835
2024-12-13,FinSight Demo Asset,119.74,Global Benchmark Proxy,106.22,0.0057114060137744005,0.005204883126715298
2024-12-16,FinSight Demo Asset,115.84,Global Benchmark Proxy,104.51,-0.0325705695673959,-0.016098663151948744
2024-12-17,FinSight Demo Asset,115.36,Global Benchmark Proxy,104.22,-0.004143646408839796,-0.0027748540809492406
2024-12-18,FinSight Demo Asset,115.42,Global Benchmark Proxy,104.36,0.0005201109570041051,0.001343312224141302
2024-12-19,FinSight Demo Asset,117.01,Global Benchmark Proxy,104.3,0.013775775428868542,-0.0005749329244921775
2024-12-20,FinSight Demo Asset,116.97,Global Benchmark Proxy,105.2,-0.00034185112383566807,0.0086289549376799
2024-12-23,FinSight Demo Asset,117.17,Global Benchmark Proxy,105.61,0.0017098401299477928,0.00389733840304185
2024-12-24,FinSight Demo Asset,119.48,Global Benchmark Proxy,106.39,0.019714944098318643,0.007385664236341238
2024-12-25,FinSight Demo Asset,118.98,Global Benchmark Proxy,105.65,-0.004184800803481714,-0.006955540934298288
2024-12-26,FinSight Demo Asset,120.71,Global Benchmark Proxy,106.68,0.01454025886703647,0.009749171793658418
2024-12-27,FinSight Demo Asset,123.1,Global Benchmark Proxy,108.54,0.019799519509568375,0.017435320584926917
2024-12-30,FinSight Demo Asset,122.08,Global Benchmark Proxy,107.47,-0.008285946385052756,-0.009858116823291074
2024-12-31,FinSight Demo Asset,121.56,Global Benchmark Proxy,106.5,-0.004259501965923951,-0.009025774634781825
2025-01-01,FinSight Demo Asset,122.8,Global Benchmark Proxy,108.03,0.010200723922342725,0.014366197183098617
2025-01-02,FinSight Demo Asset,123.33,Global Benchmark Proxy,107.85,0.004315960912052219,-0.0016662038322688977
2025-01-03,FinSight Demo Asset,124.21,Global Benchmark Proxy,109.47,0.007135327981837358,0.015020862308762206
2025-01-06,FinSight Demo Asset,123.93,Global Benchmark Proxy,109.0,-0.0022542468400288396,-0.00429341372065406
2025-01-07,FinSight Demo Asset,126.19,Global Benchmark Proxy,110.7,0.018236101024772022,0.015596330275229331
2025-01-08,FinSight Demo Asset,125.91,Global Benchmark Proxy,110.89,-0.0022188762976463883,0.0017163504968382703
2025-01-09,FinSight Demo Asset,126.33,Global Benchmark Proxy,111.23,0.003335715987610177,0.0030661015420687665
2025-01-10,FinSight Demo Asset,128.1,Global Benchmark Proxy,113.09,0.014010923771075712,0.01672210734514068
2025-01-13,FinSight Demo Asset,126.71,Global Benchmark Proxy,112.69,-0.010850897736143672,-0.003537005924485026
2025-01-14,FinSight Demo Asset,125.12,Global Benchmark Proxy,111.62,-0.012548338726225183,-0.009495074984470664
2025-01-15,FinSight Demo Asset,123.61,Global Benchmark Proxy,111.13,-0.012068414322250698,-0.004389894284178575
2025-01-16,FinSight Demo Asset,124.58,Global Benchmark Proxy,111.69,0.007847261548418416,0.0050391433456311585
2025-01-17,FinSight Demo Asset,121.46,Global Benchmark Proxy,109.89,-0.02504414833841717,-0.016116035455277955
2025-01-20,FinSight Demo Asset,122.99,Global Benchmark Proxy,110.66,0.012596739667380286,0.00700700700700696
2025-01-21,FinSight Demo Asset,121.31,Global Benchmark Proxy,110.07,-0.013659647125782493,-0.005331646484728059
2025-01-22,FinSight Demo Asset,122.49,Global Benchmark Proxy,111.43,0.009727145330145737,0.01235577359861928
2025-01-23,FinSight Demo Asset,118.71,Global Benchmark Proxy,108.67,-0.03085966201322554,-0.024768913219061384
2025-01-24,FinSight Demo Asset,118.78,Global Benchmark Proxy,107.8,0.0005896723106730839,-0.008005889389896104
2025-01-27,FinSight Demo Asset,116.84,Global Benchmark Proxy,105.93,-0.016332715945445386,-0.01734693877551008
2025-01-28,FinSight Demo Asset,115.64,Global Benchmark Proxy,105.04,-0.010270455323519334,-0.008401774756914948
2025-01-29,FinSight Demo Asset,116.41,Global Benchmark Proxy,105.35,0.006658595641646503,0.002951256664127877
2025-01-30,FinSight Demo Asset,114.57,Global Benchmark Proxy,105.19,-0.015806202216304466,-0.0015187470336971431
2025-01-31,FinSight Demo Asset,114.27,Global Benchmark Proxy,104.94,-0.0026184865147944603,-0.0023766517729821857
2025-02-03,FinSight Demo Asset,115.67,Global Benchmark Proxy,104.8,0.012251684606633395,-0.0013340956737183385
2025-02-04,FinSight Demo Asset,116.11,Global Benchmark Proxy,105.06,0.003803924958934779,0.0024809160305343525
2025-02-05,FinSight Demo Asset,114.89,Global Benchmark Proxy,103.98,-0.010507277581603636,-0.010279840091376391
2025-02-06,FinSight Demo Asset,116.3,Global Benchmark Proxy,104.78,0.012272608582122091,0.007693787266781937
2025-02-07,FinSight Demo Asset,117.95,Global Benchmark Proxy,105.54,0.014187446259673386,0.007253292613094153
2025-02-10,FinSight Demo Asset,116.92,Global Benchmark Proxy,106.0,-0.00873251377702422,0.004358537047564948
2025-02-11,FinSight Demo Asset,116.38,Global Benchmark Proxy,106.66,-0.004618542593226138,0.006226415094339632
2025-02-12,FinSight Demo Asset,117.0,Global Benchmark Proxy,107.02,0.005327375837772763,0.003375210950684382
2025-02-13,FinSight Demo Asset,119.19,Global Benchmark Proxy,109.35,0.01871794871794874,0.021771631470753006
2025-02-14,FinSight Demo Asset,120.2,Global Benchmark Proxy,109.28,0.008473865257152546,-0.0006401463191586521
2025-02-17,FinSight Demo Asset,119.59,Global Benchmark Proxy,108.96,-0.005074875207986662,-0.002928257686676483
2025-02-18,FinSight Demo Asset,117.06,Global Benchmark Proxy,108.14,-0.021155615017978135,-0.007525697503671047
2025-02-19,FinSight Demo Asset,114.74,Global Benchmark Proxy,107.0,-0.019818896292499666,-0.010541890142408028
2025-02-20,FinSight Demo Asset,111.03,Global Benchmark Proxy,105.63,-0.03233397245947356,-0.012803738317757052
2025-02-21,FinSight Demo Asset,109.8,Global Benchmark Proxy,104.68,-0.011078087003512649,-0.008993657104989006
2025-02-24,FinSight Demo Asset,109.63,Global Benchmark Proxy,104.64,-0.0015482695810564717,-0.0003821169277800074
2025-02-25,FinSight Demo Asset,109.78,Global Benchmark Proxy,105.04,0.0013682386208155872,0.003822629969419067
2025-02-26,FinSight Demo Asset,110.71,Global Benchmark Proxy,105.13,0.008471488431408103,0.0008568164508757636
2025-02-27,FinSight Demo Asset,110.71,Global Benchmark Proxy,104.32,0.0,-0.007704746504327953
2025-02-28,FinSight Demo Asset,111.77,Global Benchmark Proxy,105.34,0.009574564176677791,0.009777607361963314
2025-03-03,FinSight Demo Asset,111.14,Global Benchmark Proxy,106.19,-0.005636575109600028,0.008069109550028486
2025-03-04,FinSight Demo Asset,111.47,Global Benchmark Proxy,106.04,0.002969228000719859,-0.0014125623881721117
2025-03-05,FinSight Demo Asset,111.12,Global Benchmark Proxy,105.35,-0.003139858257827144,-0.006506978498679872
2025-03-06,FinSight Demo Asset,112.1,Global Benchmark Proxy,105.99,0.00881929445644336,0.006074988134788795
2025-03-07,FinSight Demo Asset,113.15,Global Benchmark Proxy,106.23,0.009366636931311456,0.002264364562694743
2025-03-10,FinSight Demo Asset,110.46,Global Benchmark Proxy,104.65,-0.0237737516570925,-0.014873387931846005
2025-03-11,FinSight Demo Asset,111.94,Global Benchmark Proxy,104.61,0.013398515299656077,-0.0003822264691830668
2025-03-12,FinSight Demo Asset,111.6,Global Benchmark Proxy,104.93,-0.0030373414329105675,0.0030589809769621112
2025-03-13,FinSight Demo Asset,111.09,Global Benchmark Proxy,103.98,-0.004569892473118231,-0.009053654817497425
2025-03-14,FinSight Demo Asset,110.11,Global Benchmark Proxy,104.22,-0.008821676118462518,0.002308136180034559
2025-03-17,FinSight Demo Asset,107.65,Global Benchmark Proxy,102.66,-0.022341295068567746,-0.014968336211859556
2025-03-18,FinSight Demo Asset,110.45,Global Benchmark Proxy,104.13,0.02601021830004635,0.01431911163062538
2025-03-19,FinSight Demo Asset,111.88,Global Benchmark Proxy,105.53,0.012947034857401452,0.013444732545856208
2025-03-20,FinSight Demo Asset,112.25,Global Benchmark Proxy,105.28,0.0033071147658205735,-0.002368994598692331
2025-03-21,FinSight Demo Asset,112.96,Global Benchmark Proxy,105.72,0.006325167037861901,0.0041793313069908855
2025-03-24,FinSight Demo Asset,109.85,Global Benchmark Proxy,103.08,-0.02753186968838528,-0.024971623155505163
2025-03-25,FinSight Demo Asset,109.49,Global Benchmark Proxy,101.86,-0.003277196176604491,-0.011835467597982152
2025-03-26,FinSight Demo Asset,109.0,Global Benchmark Proxy,101.58,-0.004475294547447217,-0.0027488709994110128
2025-03-27,FinSight Demo Asset,106.41,Global Benchmark Proxy,100.47,-0.023761467889908294,-0.010927347903130546
2025-03-28,FinSight Demo Asset,106.75,Global Benchmark Proxy,101.25,0.0031951884221408378,0.007763511495968878
2025-03-31,FinSight Demo Asset,109.62,Global Benchmark Proxy,103.41,0.02688524590163932,0.021333333333333204
2025-04-01,FinSight Demo Asset,108.51,Global Benchmark Proxy,102.16,-0.01012588943623427,-0.012087805821487274
2025-04-02,FinSight Demo Asset,106.38,Global Benchmark Proxy,101.3,-0.01962952723251321,-0.008418167580266256
2025-04-03,FinSight Demo Asset,106.2,Global Benchmark Proxy,101.58,-0.0016920473773265332,0.0027640671273445605
2025-04-04,FinSight Demo Asset,107.78,Global Benchmark Proxy,103.33,0.01487758945386064,0.017227800748178757
2025-04-07,FinSight Demo Asset,106.07,Global Benchmark Proxy,102.04,-0.0158656522545928,-0.012484273686247827
2025-04-08,FinSight Demo Asset,105.43,Global Benchmark Proxy,102.34,-0.006033751296313672,0.002940023520188184
2025-04-09,FinSight Demo Asset,107.22,Global Benchmark Proxy,104.33,0.016978089727781365,0.01944498729724442
2025-04-10,FinSight Demo Asset,104.73,Global Benchmark Proxy,102.55,-0.023223279238947958,-0.01706124796319375
2025-04-11,FinSight Demo Asset,103.82,Global Benchmark Proxy,101.2,-0.008689009834813466,-0.013164310092637632
2025-04-14,FinSight Demo Asset,103.94,Global Benchmark Proxy,100.79,0.0011558466576768733,-0.004051383399209407
2025-04-15,FinSight Demo Asset,103.28,Global Benchmark Proxy,100.27,-0.006349817202232044,-0.00515924198829254
2025-04-16,FinSight Demo Asset,104.01,Global Benchmark Proxy,101.16,0.007068164213787753,0.008876034706293057
2025-04-17,FinSight Demo Asset,104.45,Global Benchmark Proxy,101.44,0.00423036246514763,0.002767892447607778
2025-04-18,FinSight Demo Asset,101.82,Global Benchmark Proxy,99.59,-0.025179511728099624,-0.01823738170347
2025-04-21,FinSight Demo Asset,101.68,Global Benchmark Proxy,100.16,-0.0013749754468669328,0.00572346621146691
2025-04-22,FinSight Demo Asset,100.42,Global Benchmark Proxy,99.58,-0.012391817466561816,-0.005790734824281163
2025-04-23,FinSight Demo Asset,101.49,Global Benchmark Proxy,100.95,0.010655247958573977,0.013757782687286557
2025-04-24,FinSight Demo Asset,100.01,Global Benchmark Proxy,100.31,-0.014582717509114107,-0.006339772164437818
2025-04-25,FinSight Demo Asset,99.46,Global Benchmark Proxy,99.68,-0.005499450054994637,-0.006280530355896707
2025-04-28,FinSight Demo Asset,100.61,Global Benchmark Proxy,100.27,0.011562437160667738,0.005918940609951795
2025-04-29,FinSight Demo Asset,100.45,Global Benchmark Proxy,101.11,-0.0015902991750322837,0.008377381071108081
2025-04-30,FinSight Demo Asset,101.03,Global Benchmark Proxy,101.62,0.0057740169238427175,0.005044011472653542
2025-05-01,FinSight Demo Asset,99.0,Global Benchmark Proxy,99.85,-0.020093041670790845,-0.017417831135603357
2025-05-02,FinSight Demo Asset,99.89,Global Benchmark Proxy,100.45,0.008989898989899103,0.006009013520280604
2025-05-05,FinSight Demo Asset,98.76,Global Benchmark Proxy,99.39,-0.011312443688056839,-0.010552513688402265
2025-05-06,FinSight Demo Asset,98.1,Global Benchmark Proxy,99.67,-0.006682867557715744,0.0028171848274474165
2025-05-07,FinSight Demo Asset,95.72,Global Benchmark Proxy,98.21,-0.024260958205912342,-0.014648339520417442
2025-05-08,FinSight Demo Asset,96.28,Global Benchmark Proxy,98.7,0.005850396991224471,0.0049893086243764095
2025-05-09,FinSight Demo Asset,96.12,Global Benchmark Proxy,97.89,-0.0016618196925632933,-0.00820668693009119
2025-05-12,FinSight Demo Asset,93.33,Global Benchmark Proxy,96.61,-0.029026217228464435,-0.013075901522116684
2025-05-13,FinSight Demo Asset,94.35,Global Benchmark Proxy,97.36,0.010928961748633892,0.007763171514336031
2025-05-14,FinSight Demo Asset,95.42,Global Benchmark Proxy,97.64,0.011340752517223107,0.002875924404272867
2025-05-15,FinSight Demo Asset,94.71,Global Benchmark Proxy,97.04,-0.007440788094739137,-0.0061450225317492
2025-05-16,FinSight Demo Asset,96.67,Global Benchmark Proxy,98.55,0.020694752402069527,0.015560593569661885
2025-05-19,FinSight Demo Asset,95.78,Global Benchmark Proxy,98.13,-0.009206579083479882,-0.004261796042618005
2025-05-20,FinSight Demo Asset,95.78,Global Benchmark Proxy,98.19,0.0,0.0006114338122897855
2025-05-21,FinSight Demo Asset,95.07,Global Benchmark Proxy,98.5,-0.007412821048235596,0.0031571443120481657
2025-05-22,FinSight Demo Asset,92.94,Global Benchmark Proxy,97.89,-0.02240454402019565,-0.006192893401015254
2025-05-23,FinSight Demo Asset,94.08,Global Benchmark Proxy,98.41,0.01226597805035512,0.005312084993359889
2025-05-26,FinSight Demo Asset,92.93,Global Benchmark Proxy,97.89,-0.012223639455782198,-0.005284015852047519
2025-05-27,FinSight Demo Asset,92.25,Global Benchmark Proxy,97.5,-0.00731733562896808,-0.003984063745019917
2025-05-28,FinSight Demo Asset,92.86,Global Benchmark Proxy,98.92,0.006612466124661154,0.014564102564102566
2025-05-29,FinSight Demo Asset,90.92,Global Benchmark Proxy,97.87,-0.020891664871850124,-0.010614638091386963
2025-05-30,FinSight Demo Asset,88.37,Global Benchmark Proxy,95.42,-0.02804663440387145,-0.025033207315827144
2025-06-02,FinSight Demo Asset,89.6,Global Benchmark Proxy,97.07,0.013918750707253569,0.017291972332844185
2025-06-03,FinSight Demo Asset,92.46,Global Benchmark Proxy,99.7,0.03191964285714288,0.027093849799114222
2025-06-04,FinSight Demo Asset,92.37,Global Benchmark Proxy,99.31,-0.0009733939000647895,-0.003911735205616829
2025-06-05,FinSight Demo Asset,90.59,Global Benchmark Proxy,97.32,-0.019270325863375515,-0.02003826402175013
2025-06-06,FinSight Demo Asset,90.47,Global Benchmark Proxy,97.03,-0.0013246495198145913,-0.002979860254829325
2025-06-09,FinSight Demo Asset,91.19,Global Benchmark Proxy,96.77,0.007958439261633643,-0.002679583633927729
2025-06-10,FinSight Demo Asset,90.38,Global Benchmark Proxy,96.61,-0.008882552911503527,-0.0016534049808825113
2025-06-11,FinSight Demo Asset,89.26,Global Benchmark Proxy,95.51,-0.012392122150918228,-0.011385984887692713
2025-06-12,FinSight Demo Asset,90.58,Global Benchmark Proxy,96.12,0.01478825901859726,0.006386765783687576
2025-06-13,FinSight Demo Asset,91.94,Global Benchmark Proxy,96.68,0.015014351954073746,0.005826050769871083
2025-06-16,FinSight Demo Asset,89.54,Global Benchmark Proxy,95.2,-0.026103980857080655,-0.015308233347124611
2025-06-17,FinSight Demo Asset,90.11,Global Benchmark Proxy,95.93,0.006365870002233542,0.007668067226890729
2025-06-18,FinSight Demo Asset,93.09,Global Benchmark Proxy,98.02,0.03307069137720564,0.021786719482956185
2025-06-19,FinSight Demo Asset,93.64,Global Benchmark Proxy,98.23,0.005908260822859557,0.0021424199143031952
2025-06-20,FinSight Demo Asset,93.45,Global Benchmark Proxy,97.92,-0.0020290474156343663,-0.0031558586989718362
2025-06-23,FinSight Demo Asset,93.22,Global Benchmark Proxy,97.8,-0.002461209202782255,-0.001225490196078427
2025-06-24,FinSight Demo Asset,93.67,Global Benchmark Proxy,98.46,0.004827290281055552,0.006748466257668673
2025-06-25,FinSight Demo Asset,92.07,Global Benchmark Proxy,96.71,-0.017081242660403673,-0.017773715214300267
2025-06-26,FinSight Demo Asset,92.13,Global Benchmark Proxy,96.9,0.0006516780710328351,0.0019646365422398837
2025-06-27,FinSight Demo Asset,91.74,Global Benchmark Proxy,96.54,-0.004233148811462084,-0.0037151702786377694
2025-06-30,FinSight Demo Asset,93.76,Global Benchmark Proxy,98.44,0.022018748637453678,0.01968096125958141
2025-07-01,FinSight Demo Asset,93.19,Global Benchmark Proxy,98.29,-0.006079351535836275,-0.001523770824867876
2025-07-02,FinSight Demo Asset,95.34,Global Benchmark Proxy,100.05,0.023071144972636626,0.01790619595075782
2025-07-03,FinSight Demo Asset,96.09,Global Benchmark Proxy,98.92,0.00786658275645058,-0.01129435282358815
2025-07-04,FinSight Demo Asset,95.62,Global Benchmark Proxy,99.56,-0.004891247788531561,0.006469874646178653
2025-07-07,FinSight Demo Asset,96.22,Global Benchmark Proxy,99.93,0.006274837900020813,0.0037163519485736707
2025-07-08,FinSight Demo Asset,94.83,Global Benchmark Proxy,99.05,-0.014446061109956387,-0.00880616431502057
2025-07-09,FinSight Demo Asset,95.44,Global Benchmark Proxy,99.26,0.006432563534746416,0.0021201413427562876
2025-07-10,FinSight Demo Asset,96.84,Global Benchmark Proxy,100.56,0.014668901927912925,0.013096917187185086
2025-07-11,FinSight Demo Asset,97.03,Global Benchmark Proxy,100.25,0.001961999173895057,-0.0030827366746221108
2025-07-14,FinSight Demo Asset,96.0,Global Benchmark Proxy,98.5,-0.01061527362671344,-0.017456359102244412
2025-07-15,FinSight Demo Asset,96.15,Global Benchmark Proxy,98.51,0.0015625000000001332,0.0001015228426397563
2025-07-16,FinSight Demo Asset,95.96,Global Benchmark Proxy,97.61,-0.0019760790431618824,-0.009136128311846625
2025-07-17,FinSight Demo Asset,94.11,Global Benchmark Proxy,97.29,-0.019278866194247568,-0.003278352627804404
2025-07-18,FinSight Demo Asset,95.09,Global Benchmark Proxy,97.24,0.01041334608436939,-0.0005139274334464705
2025-07-21,FinSight Demo Asset,93.54,Global Benchmark Proxy,95.53,-0.016300347039646668,-0.017585355820649906
2025-07-22,FinSight Demo Asset,92.56,Global Benchmark Proxy,93.94,-0.01047680136839857,-0.016643986182351078
2025-07-23,FinSight Demo Asset,92.35,Global Benchmark Proxy,94.44,-0.0022687986171132657,0.005322546306152809
2025-07-24,FinSight Demo Asset,91.33,Global Benchmark Proxy,93.96,-0.011044937736870541,-0.0050825921219822545
2025-07-25,FinSight Demo Asset,88.81,Global Benchmark Proxy,91.46,-0.02759224789225878,-0.02660706683695191
2025-07-28,FinSight Demo Asset,89.64,Global Benchmark Proxy,92.24,0.009345794392523255,0.008528318390553347
2025-07-29,FinSight Demo Asset,90.14,Global Benchmark Proxy,92.53,0.0055778670236501515,0.0031439722463140196
2025-07-30,FinSight Demo Asset,90.12,Global Benchmark Proxy,91.87,-0.00022187708009757667,-0.007132821787528387
2025-07-31,FinSight Demo Asset,87.74,Global Benchmark Proxy,90.63,-0.026409232134931293,-0.013497333188200789
2025-08-01,FinSight Demo Asset,89.2,Global Benchmark Proxy,91.45,0.016640072942785578,0.009047776674390384
2025-08-04,FinSight Demo Asset,89.6,Global Benchmark Proxy,91.82,0.004484304932735439,0.00404592673592119
2025-08-05,FinSight Demo Asset,91.95,Global Benchmark Proxy,94.14,0.026227678571428603,0.025266826399477305
2025-08-06,FinSight Demo Asset,91.51,Global Benchmark Proxy,94.59,-0.004785209352909159,0.004780114722753304
2025-08-07,FinSight Demo Asset,92.28,Global Benchmark Proxy,95.0,0.008414380941973443,0.004334496246960473
2025-08-08,FinSight Demo Asset,90.63,Global Benchmark Proxy,94.87,-0.017880364109232882,-0.0013684210526315743
2025-08-11,FinSight Demo Asset,91.92,Global Benchmark Proxy,95.71,0.014233697451175198,0.008854221566353848
2025-08-12,FinSight Demo Asset,91.69,Global Benchmark Proxy,96.37,-0.002502175805047857,0.006895831156618959
2025-08-13,FinSight Demo Asset,93.07,Global Benchmark Proxy,97.67,0.01505071436361649,0.013489675210127672
2025-08-14,FinSight Demo Asset,92.49,Global Benchmark Proxy,97.16,-0.006231868486085701,-0.005221664789597624
2025-08-15,FinSight Demo Asset,92.82,Global Benchmark Proxy,96.75,0.003567953292247683,-0.0042198435570193205
2025-08-18,FinSight Demo Asset,92.25,Global Benchmark Proxy,96.3,-0.006140917905623766,-0.0046511627906976605
2025-08-19,FinSight Demo Asset,92.69,Global Benchmark Proxy,97.13,0.00476964769647692,0.008618899273104885
2025-08-20,FinSight Demo Asset,94.0,Global Benchmark Proxy,98.69,0.014133131945193611,0.016060949243282163
2025-08-21,FinSight Demo Asset,94.37,Global Benchmark Proxy,98.24,0.003936170212766044,-0.004559732495693636
2025-08-22,FinSight Demo Asset,94.31,Global Benchmark Proxy,97.83,-0.0006357952739217687,-0.004173452768729602
2025-08-25,FinSight Demo Asset,94.45,Global Benchmark Proxy,98.19,0.0014844661223625266,0.0036798528058876734
2025-08-26,FinSight Demo Asset,94.08,Global Benchmark Proxy,97.97,-0.003917416622551628,-0.0022405540279050173
2025-08-27,FinSight Demo Asset,94.15,Global Benchmark Proxy,98.98,0.0007440476190476719,0.010309278350515427
2025-08-28,FinSight Demo Asset,92.04,Global Benchmark Proxy,96.67,-0.022411046202867713,-0.02333804809052331
2025-08-29,FinSight Demo Asset,90.13,Global Benchmark Proxy,95.86,-0.020751847023033565,-0.008379021413054799
2025-09-01,FinSight Demo Asset,89.83,Global Benchmark Proxy,95.1,-0.0033285254632197114,-0.007928228666805759
2025-09-02,FinSight Demo Asset,87.6,Global Benchmark Proxy,92.82,-0.024824668818880125,-0.023974763406940047
2025-09-03,FinSight Demo Asset,88.11,Global Benchmark Proxy,91.91,0.005821917808219279,-0.009803921568627416
2025-09-04,FinSight Demo Asset,86.58,Global Benchmark Proxy,91.05,-0.01736465781409602,-0.00935697965400939
2025-09-05,FinSight Demo Asset,86.37,Global Benchmark Proxy,90.89,-0.002425502425502324,-0.0017572762218560634
2025-09-08,FinSight Demo Asset,88.56,Global Benchmark Proxy,91.98,0.025356026398054787,0.011992518428870058
2025-09-09,FinSight Demo Asset,89.08,Global Benchmark Proxy,91.78,0.005871725383920445,-0.0021743857360295715
2025-09-10,FinSight Demo Asset,87.66,Global Benchmark Proxy,90.81,-0.015940727436012603,-0.010568751361952455
2025-09-11,FinSight Demo Asset,87.78,Global Benchmark Proxy,90.79,0.001368925393566034,-0.00022024006166720955
2025-09-12,FinSight Demo Asset,88.87,Global Benchmark Proxy,91.82,0.012417407154249327,0.011344861768917136
2025-09-15,FinSight Demo Asset,88.11,Global Benchmark Proxy,90.9,-0.008551817261168049,-0.010019603572206326
2025-09-16,FinSight Demo Asset,86.83,Global Benchmark Proxy,90.06,-0.014527295426171816,-0.009240924092409286
2025-09-17,FinSight Demo Asset,87.37,Global Benchmark Proxy,90.62,0.006219048715881748,0.006218076837663844
2025-09-18,FinSight Demo Asset,86.25,Global Benchmark Proxy,90.44,-0.01281904543893786,-0.0019863164864268867
2025-09-19,FinSight Demo Asset,87.0,Global Benchmark Proxy,91.08,0.008695652173912993,0.0070765148164528835
2025-09-22,FinSight Demo Asset,87.3,Global Benchmark Proxy,91.1,0.0034482758620688614,0.00021958717610881529
2025-09-23,FinSight Demo Asset,87.91,Global Benchmark Proxy,91.8,0.006987399770904901,0.007683863885839859
2025-09-24,FinSight Demo Asset,85.96,Global Benchmark Proxy,90.83,-0.02218177681719946,-0.010566448801742956
2025-09-25,FinSight Demo Asset,86.57,Global Benchmark Proxy,90.85,0.007096323871568222,0.000220191566662864
2025-09-26,FinSight Demo Asset,86.62,Global Benchmark Proxy,90.68,0.0005775672865890868,-0.0018712162905887286
2025-09-29,FinSight Demo Asset,85.04,Global Benchmark Proxy,89.55,-0.01824059108750864,-0.012461402734892046
2025-09-30,FinSight Demo Asset,83.42,Global Benchmark Proxy,88.11,-0.019049858889934157,-0.016080402010050232
2025-10-01,FinSight Demo Asset,83.26,Global Benchmark Proxy,88.77,-0.0019180052745144671,0.0074906367041198685
2025-10-02,FinSight Demo Asset,82.39,Global Benchmark Proxy,88.47,-0.010449195291856839,-0.0033795201081445736
2025-10-03,FinSight Demo Asset,81.18,Global Benchmark Proxy,87.55,-0.014686248331108098,-0.010399005312535348
2025-10-06,FinSight Demo Asset,81.81,Global Benchmark Proxy,87.49,0.0077605321507761005,-0.0006853226727584483
2025-10-07,FinSight Demo Asset,82.55,Global Benchmark Proxy,88.55,0.009045348979342283,0.01211567036232708
2025-10-08,FinSight Demo Asset,80.81,Global Benchmark Proxy,86.46,-0.02107813446396123,-0.023602484472049712
2025-10-09,FinSight Demo Asset,79.19,Global Benchmark Proxy,85.13,-0.020047023883182802,-0.01538283599352297
2025-10-10,FinSight Demo Asset,78.53,Global Benchmark Proxy,84.33,-0.008334385654754306,-0.009397392223657874
2025-10-13,FinSight Demo Asset,79.8,Global Benchmark Proxy,85.65,0.01617216350439321,0.015652792600498122
2025-10-14,FinSight Demo Asset,80.57,Global Benchmark Proxy,85.93,0.009649122807017463,0.003269118505545787
2025-10-15,FinSight Demo Asset,81.02,Global Benchmark Proxy,86.65,0.005585205411443583,0.008378913068776805
